id,Polling Station,Approval of Besancenot,Approval of Buffet,Approval of Schivardi,Approval of Bayrou,Approval of Bové,Approval of Voynet,Approval of Villiers,Approval of Royal,Approval of Nihous,Approval of Le Pen,Approval of Laguiller,Approval of Sarkozy,Score of Besancenot,Score of Buffet,Score of Schivardi,Score of Bayrou,Score of Bové,Score of Voynet,Score of Villiers,Score of Royal,Score of Nihous,Score of Le Pen,Score of Laguiller,Score of Sarkozy
2467,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,1,,2,,,,
2468,Louvigny2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,2
2469,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0
2470,Louvigny2,1,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,2,2,0,2,0,0,2,0
2471,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2
2472,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2
2473,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,2
2474,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,1,0,1,2
2475,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,2,2,,1,,2
2476,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,1,,,,
2477,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,,1,1,,,0,1,,0,1,2
2478,Louvigny2,1,0,0,1,1,0,0,1,0,0,0,0,1,,,1,1,,0,1,,0,0,0
2479,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,2
2480,Louvigny2,1,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,2,1,0,2,0,0,0,0
2481,Louvigny2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0
2482,Louvigny2,0,0,0,0,0,0,0,1,1,0,0,0,1,,,1,,,0,2,2,0,,0
2483,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,0,1,1,2
2484,Louvigny2,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,1,2,2,1,1
2485,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1
2486,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,2,0,0,0,0
2487,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2488,Louvigny2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,1,0
2489,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
2490,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2491,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2492,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
2493,Louvigny2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,2
2494,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,,0,0,0
2495,Louvigny2,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,2,0,2,0,0,2,0
2496,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,1,,,,0
2497,Louvigny2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0
2498,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2
2499,Louvigny2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,,1,0,0,1,0
2500,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Louvigny2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
2502,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0
2503,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,2,0,0,1,1
2504,Louvigny2,0,1,0,1,1,0,0,1,0,0,1,0,1,1,,2,2,1,2,1,,,2,
2505,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,2,,0,,,0,,0
2507,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2508,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,,2,1,,0,2,,0,1,1
2509,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2510,Louvigny2,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,2,1,1,0,1,0,0,1,0
2511,Louvigny2,0,0,0,1,0,0,1,1,0,0,0,1,,,,2,1,,,0,,,,2
2512,Louvigny2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,2,1,0,1,0
2513,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,1,1,1,1,0,1,0
2514,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0
2515,Louvigny2,0,0,0,1,0,0,0,0,0,1,0,1,,,,2,,,1,2,,2,,2
2516,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,0,2,,,0,1,1,0,,2
2517,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0
2518,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,1,2,0,0,1,1
2519,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,0,0
2520,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,2,0,0,0,1
2521,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2522,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0
2523,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0
2524,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,2,1,0,2,1
2525,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,1,1,0,2
2526,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0
2527,Louvigny2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,1,0,0,1,0
2528,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1
2529,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2530,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,2
2531,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,,,,2,,,,2,,,,
2532,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,2,0,0,1,2
2533,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1
2534,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
2535,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,0,0,2,1,1
2536,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2
2537,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2538,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2539,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2
2540,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,2,0,0,1,1
2541,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2
2542,Louvigny2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
2543,Louvigny2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,2
2544,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,2,0,0,1,1
2545,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,,2,,,,
2546,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
2547,Louvigny2,1,1,0,0,1,0,0,0,0,0,1,0,2,2,1,0,2,0,0,1,1,0,2,0
2548,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
2549,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2
2550,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2551,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0
2552,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2553,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2554,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0
2555,Louvigny2,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,2,1,1,2,2,0,1,1
2556,Louvigny2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,1,0,0,0,2
2557,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,,,,2,,,1,
2558,Louvigny2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2559,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,,,,,,,1,,,,
2560,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,2,0,0,1,0
2561,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2562,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2563,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,2,,,,,2
2564,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2565,Louvigny2,1,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,2,0,1,0,0,2,0
2566,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2567,Louvigny2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
2568,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2569,Louvigny2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0
2570,Louvigny2,1,0,0,0,1,1,0,0,0,0,0,0,2,2,1,1,2,2,0,1,0,0,1,0
2571,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1
2572,Louvigny2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
2573,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2574,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,1,,,,
2575,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1
2576,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2
2577,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,2,,1,0,1,0,0,0,0
2578,Louvigny2,0,1,0,1,0,1,1,1,0,0,1,0,1,2,,1,1,2,1,1,1,0,2,0
2579,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,2,1,,,,,
2580,Louvigny2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,2,0
2581,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,Louvigny2,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0
2583,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,2
2584,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,
2585,Louvigny2,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,0,1,0,0
2586,Louvigny2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,2,0,2,0,0,1,0
2587,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0
2588,Louvigny2,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,1,2
2589,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
2590,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,2,0,1,1,2,,0,0,1
2591,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,,,,2,,2,,2,,,,
2592,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2593,Louvigny2,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,2,0,0,1,1
2594,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,0,,,,0,,,,
2595,Louvigny2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
2596,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0
2597,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,1,,0,,0
2598,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2
2599,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
2600,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,2
2601,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,2
2602,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0
2603,Louvigny2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1,0,1,0,0,2,0
2604,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2605,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
2606,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2607,Louvigny2,0,0,0,1,1,0,0,0,0,0,0,0,,,,2,1,,,,,,,
2608,Louvigny2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,2,0,1,,0,0,0
2609,Louvigny2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
2610,Louvigny2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,1
2611,Louvigny2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,2
2612,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2613,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,0,1,0
2614,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,0,2,1,0,1,2,2,0,2,0,0,1,0
2615,Louvigny2,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,,2,,0,1,0,0,1,0
2616,Louvigny2,1,0,0,1,0,0,0,1,0,0,1,0,2,1,0,1,1,1,0,1,0,0,2,0
2617,Louvigny2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,1,1,2,2,0,0,0
2618,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,2,2,0,2
2619,Louvigny2,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,1,2,0,2,0,0,2,0
2620,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
2621,Louvigny2,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,2,0
2622,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2623,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
2624,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1
2625,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,2,0,0,1,0
2626,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,2,0,2,0,0,1,0
2627,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2628,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0
2629,Louvigny2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,2
2630,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2631,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,,,,,,,,1
2632,Louvigny2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
2633,Louvigny2,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,2,0,2,0,0,0,0,2,2
2634,Louvigny2,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,0,2,0,0,2,0
2635,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2
2636,Louvigny2,1,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,2,0,2,0,0,1,0
2637,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
2638,Louvigny2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,1,1,0,0,1,1
2639,Louvigny2,1,0,0,0,1,0,0,0,0,1,0,1,1,,,0,1,,,0,,1,2,1
2640,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,,,,2
2641,Louvigny2,1,1,0,0,1,0,0,1,0,0,1,0,2,1,1,0,1,0,0,2,0,0,2,0
2642,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0
2643,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2
2644,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,,1,0,0,,0,0,1
2645,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2646,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,2,,0,,0
2647,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,1,0,2
2648,Louvigny2,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,2,0,0,2,1
2650,Louvigny2,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,1,,,,,,2
2651,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
2652,Louvigny2,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1,2,2,2,0,1,0,0,1,0
2653,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2654,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,1
2655,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,,,2,,,,1,,,,
2656,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,,2,,,,0,,,,2
2657,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,0,2,1,,2,1,1,0,2,0,0,,0
2658,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2,,,,,
2659,Louvigny2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2660,Louvigny2,0,1,0,0,0,1,0,1,0,0,0,0,,1,,,,1,,2,,,,
2661,Louvigny2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
2662,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,,1,,,1,0,2
2663,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0
2664,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,,,2,,1,,2,,,,
2665,Louvigny2,1,0,0,0,0,0,0,1,1,0,0,0,1,,,,2,2,,2,2,0,2,1
2666,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,1,2,0,2,0,0,,0
2667,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,2,0,0,1,0
2668,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2
2669,Louvigny2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,,1,,2
2670,Louvigny2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2671,Louvigny2,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,1,2,2,1,,1,2
2672,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,,,,1
2673,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2674,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,1,,,1,,,2,,,,,2
2675,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,2,,,,0
2676,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,1,1,0,2,0,0,0,2
2677,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,,,,
2678,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0
2679,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,2,0,0,0,0
2680,Louvigny2,0,0,0,1,0,1,1,1,0,0,0,1,,,,2,,1,1,1,,,,2
2681,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,2,0,0,1,0
2682,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1
2683,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,2,,,,
2684,Louvigny2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,2,2
2685,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
2686,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2687,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,1
2688,Louvigny2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,2
2689,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2690,Louvigny2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,0
2691,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1
2692,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
2693,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0,2
2694,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0
2695,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2696,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0,0,1,2
2697,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,2
2698,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,1,,,,,0,1,,1,0,0,,1
2699,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
2700,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
2701,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,2,0,0
2702,Louvigny2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,2,2,0,2,0,0,1,0
2703,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2704,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,2
2705,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,1
2707,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,,,,,,,
2708,Louvigny2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1
2709,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,2,0,2,0,0,0,0
2710,Louvigny2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0
2711,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
