id,Polling Station,Approval of Besancenot,Approval of Buffet,Approval of Schivardi,Approval of Bayrou,Approval of Bové,Approval of Voynet,Approval of Villiers,Approval of Royal,Approval of Nihous,Approval of Le Pen,Approval of Laguiller,Approval of Sarkozy,Score of Besancenot,Score of Buffet,Score of Schivardi,Score of Bayrou,Score of Bové,Score of Voynet,Score of Villiers,Score of Royal,Score of Nihous,Score of Le Pen,Score of Laguiller,Score of Sarkozy
1977,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1978,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
1980,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1981,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
1982,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1984,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2
1985,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0
1986,Louvigny1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0
1987,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2
1988,Louvigny1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,,1,1,,,2,,,1,
1989,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0
1990,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,2,0,0,1,0
1991,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,0,,0
1992,Louvigny1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,2,2,2
1993,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,2
1994,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,2,2,0,2,0,0,0,0
1995,Louvigny1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,2,0,2,2,0,2
1996,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1997,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
1998,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,,,1,,,,
1999,Louvigny1,1,1,0,0,1,1,0,1,0,0,0,0,2,1,1,1,2,1,0,2,0,0,0,0
2000,Louvigny1,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,1,0,1,,,2,1
2001,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2
2002,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,2
2003,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,,1,,1,0,2,,0,,0
2004,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
2005,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,0,0,1,2
2006,Louvigny1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,1,2,0,0,1
2007,Louvigny1,1,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,0,2,0,1,0,0,1,0
2008,Louvigny1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,1
2009,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,2,1,,2,1,1
2010,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,,,2,,,,,,,,
2011,Louvigny1,1,0,0,0,1,1,0,1,0,0,1,0,2,1,0,1,2,2,0,2,0,0,2,0
2012,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2,0,1,1,0,1,2,0,2
2013,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2014,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2
2015,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,2,0,2
2016,Louvigny1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1
2017,Louvigny1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
2018,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,1,0,1,1
2019,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0
2020,Louvigny1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0
2021,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0
2022,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,2
2023,Louvigny1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
2024,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,2,0,2
2025,Louvigny1,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,1,0
2026,Louvigny1,1,0,0,1,1,0,0,1,0,0,0,1,2,1,0,2,1,1,0,1,0,0,1,0
2027,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
2028,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,1,,0,1,,,,2,,0,,1
2029,Louvigny1,0,0,0,1,0,0,1,0,0,0,0,1,1,,,2,,1,2,1,,1,,2
2030,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1
2031,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,2
2032,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,1,0,,,1,,1,0,1,,0,0,1
2033,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2
2034,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,1,0,0,2,1,0,1,0
2035,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2036,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,2
2037,Louvigny1,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,1,0,2,0,0,1,0
2038,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0
2039,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0
2040,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,,,0,1,,0,1,2
2041,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,1,,2,,1,,
2042,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2
2043,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,,,1,
2044,Louvigny1,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,,1,2,0,0,2,0
2045,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2046,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2047,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,,2,,,,1,,0,,2
2048,Louvigny1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0
2049,Louvigny1,1,0,0,1,1,0,0,0,1,0,0,0,1,,,1,2,1,0,1,1,0,2,0
2050,Louvigny1,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,0,2,1,2,2,2,1,1,1
2051,Louvigny1,1,0,0,0,0,1,0,0,0,0,0,0,2,,,1,1,2,0,,0,0,1,0
2052,Louvigny1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,2,0,1,1,0,1
2053,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2054,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,,,0,0,,0,1,1
2055,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,2,0,0,1,0
2056,Louvigny1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0
2057,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,2
2058,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,0,2,,,1,,,,2,,,,1
2059,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,,2
2060,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0
2061,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,0,2,0,2,2,2,0
2062,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,2,0,0,1,1
2063,Louvigny1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,2,2,1
2064,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0
2065,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,,,,2
2066,Louvigny1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1
2067,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,0,,,,,,,
2068,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,,0,1,0,0,2,1,0,0,0
2069,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
2070,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,1,1,0,2,0,0,1,2
2071,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,2,0
2072,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
2073,Louvigny1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,2,2,1,0,1,0,0,1,2
2074,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0
2075,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0
2076,Louvigny1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0
2077,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
2078,Louvigny1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,1,0,1,0,0,1,0
2079,Louvigny1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,2
2080,Louvigny1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Louvigny1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1
2082,Louvigny1,1,1,0,1,0,1,0,1,0,0,1,0,2,2,0,2,1,2,0,2,0,0,2,0
2083,Louvigny1,1,0,0,0,1,0,0,1,0,0,1,0,1,,,,1,,,1,,,2,
2084,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,2,0,0,1,2
2085,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0
2086,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,2,0,0,1,0
2087,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,,,,,1,1,0,2,,0,,0
2088,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,0,2,,0,,0
2089,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
2090,Louvigny1,1,0,0,0,1,0,1,0,0,1,0,0,2,,,,1,,2,,,2,1,
2091,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
2093,Louvigny1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,1,1,0,2,1,0,1,1
2094,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,2,,,2,,,,2,,,,
2095,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0
2096,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,0,1,0
2097,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0
2098,Louvigny1,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,1,,,2
2099,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1
2100,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2
2101,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,0
2102,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2103,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2104,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
2105,Louvigny1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,2,,0,2,1
2106,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1,2
2107,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2
2108,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,2,2,0,1,0,0,1,0
2109,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,2,,1,0,1,,,0,1
2110,Louvigny1,1,1,0,0,1,0,0,1,0,0,1,0,2,1,0,1,2,1,0,1,0,0,1,0
2111,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
2112,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,1,,,1,,,,2,,0,,0
2113,Louvigny1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0
2114,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,1,,,,,,2
2115,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2116,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1
2117,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2118,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2119,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,,,1,2,1,1,,1,1,0,1,1
2120,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,
2121,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
2122,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,,1,0,2
2123,Louvigny1,1,0,0,0,0,1,0,1,0,0,0,0,1,,,1,,2,,1,,,,0
2124,Louvigny1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,2,1,1,1,0,0,1
2125,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
2126,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2127,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,1,0,,,1,0,,1,2,0,0,,2
2128,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2129,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2
2130,Louvigny1,1,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,1,1,0,1,0,,0,0
2131,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,1,0,2,1,2
2132,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,2,,,,
2133,Louvigny1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,,1,2,0,1,1,0,0,0,1
2134,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,1,,,,1,1,,,2,,0,,2
2135,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,,0,2,0,0,0,0
2137,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
2138,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,1
2139,Louvigny1,1,0,0,1,0,0,0,1,0,0,0,0,1,,1,2,,,,2,,0,,0
2140,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2141,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,1,0
2142,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
2143,Louvigny1,0,0,0,1,1,0,0,0,0,0,0,0,2,,,2,2,,,,,,,
2144,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,2,1,2,1,1,0,0,0,1
2145,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,1
2146,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,
2147,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
2148,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2149,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0
2150,Louvigny1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,2,,0,1,0
2151,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1
2152,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,2
2153,Louvigny1,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,1,2,0,2,0,0,2,0
2154,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,1,0
2156,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,
2157,Louvigny1,1,0,0,0,0,0,0,1,0,0,1,0,2,,,1,,,,2,,,1,
2158,Louvigny1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0
2159,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2160,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,0
2161,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,1,0,2,0,,1,0
2162,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,2,0,,,0,1,1,0,2
2163,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2164,Louvigny1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2
2165,Louvigny1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,0,1,0,2,0,0,1,1
2166,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,1,,,,
2167,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2
2168,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,2
2169,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,1
2170,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,1,,,,2,,,1,
2171,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2172,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0
2173,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,1,0
2174,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,1,0,2
2175,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0
2176,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,2,0,2,1
2177,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2
2178,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,1
2179,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0
2180,Louvigny1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,,0,1,1,0,2,,0,1,0
2181,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2182,Louvigny1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0
2183,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1,1,0,2,,0,,0
2184,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2185,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
2186,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2187,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,2,1,0,0,0
2188,Louvigny1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0
2189,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1
2190,Louvigny1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0,2
2191,Louvigny1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
2192,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0
2193,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,2,0,2,0,0,1,0
2194,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,2
2195,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2196,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,1,,0,,2
2197,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,,,,1,,1,0,,,0,,1
2198,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2199,Louvigny1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0
2200,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,1,,,,2,,,1,
2201,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,,,1,,,,2,,,1,
2202,Louvigny1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,2,0,0,1,0
2203,Louvigny1,1,1,0,0,1,1,0,1,0,0,0,0,2,1,0,1,1,1,0,2,0,0,1,0
2204,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,,2,1,2,0,1,0,0,0,0
2205,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
2206,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,0,2
2207,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,,2,0,1,0
2208,Louvigny1,1,0,0,0,0,0,0,0,0,0,1,0,1,,,1,,,0,1,,0,2,0
2209,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,1,,,,
2210,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2211,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0
2212,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,,0,1,2
2213,Louvigny1,0,1,0,0,1,0,0,1,0,0,0,0,,2,,,1,,,1,,,,
2214,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,,,0,1,,2,0,1,0,0,,0
2215,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2216,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,,,,,2
2217,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,2
2218,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2219,Louvigny1,1,0,0,0,1,1,0,1,0,1,1,0,2,0,,0,1,2,,1,,1,2,
2220,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
2221,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
